,Variant,Make_Month,No_of_Owners,Color,Type_of_Car,Transmission,Insurance_Type,Condition,Registration_Place,Power_steering,Cruise_Control,Navigation_System,Adjustable_Steering,Automatic_Boot,Air_Conditioning,Power_Windows,Sunroof,Fog_Lamps,Alloy_Wheels,Adjustable_External_Mirror,Display_Screen,Bluetooth,AMFM_adio,USB_Compatibility,Aux_Compatibility,ABS,Anti_Theft_Device,Rear_Parking_Camera,Parking_Sensors,Lock_System,Number_of_Airbags,Flood_Affected,Accidental,Registration_Transfer,Insurance,Finance,Exchange,Brand,Model,Year,Fuel,KM_driven,Price
99,ErtigaZDi,September,First,White,SUV,Manual,NoInsurance,New,AP,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,,Yes,,Maruti Suzuki,Ertiga,2015,Diesel,"117,000 km",780000
100,WagonRVXiBS-III,September,First,Red,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2013,Petrol,"56,000 km",275000
101,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
102,WagonrRVXI+AMT(Automatic),January,First,Silver,Hatchback,Automatic,Comprehensive,Used,RJ,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Power,Yes,,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,,,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2016.0,Petrol,"41,000 km",390000
103,SwiftVDiABSBS-IV,March,First,Silver,Hatchback,Manual,Comprehensive,New,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"62,000 km",391000
104,WagonR1.0VXi,February,First,White,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2014,Petrol,"24,000 km",329000
105,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2014.0,Petrol,"56,656 km",425000
107,,July,First,Red,Hatchback,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Swift,2012,Petrol,"40,000 km",465000
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2015.0,Petrol,"29,495 km",480000
109,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
110,SwiftVXi,January,First,White,Hatchback,Manual,NoInsurance,Used,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2017,Petrol,"36,000 km",490000
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2017.0,Petrol,"19,049 km",593000
112,ErtigaVDi,,First,Grey,SUV,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,,,,,Yes,,Yes,Yes,,,,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015,Diesel,"63,000 km",699000
113,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
114,ErtigaVDi,September,First,White,MUV,Manual,Comprehensive,Used,GJ,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,No,No,Yes,,,Yes,Maruti Suzuki,Ertiga,2016,Diesel,"82,427 km",700000
115,SwiftVDiBS-IV,January,First,Grey,Hatchback,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2012,Diesel,"45,000 km",440000
116,SwiftVDiABS,May,First,White,Hatchback,Manual,Comprehensive,New,RJ,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2015,Diesel,"60,000 km",525000
117,SwiftDzireVDI,July,First,Bordeaux/Maroon,Sedans,Manual,NoInsurance,Used,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2017,Diesel,"50,000 km",670000
118,SwiftVXiABS,August,First,Black,Hatchback,Manual,NoInsurance,Used,TS,Yes,Yes,,Yes,Yes,AutomaticClimateControl,Front&rear,,,,,,Yes,,Yes,Yes,Yes,Yes,,,RemoteControlledCentral,,No,No,,,Yes,Yes,Maruti Suzuki,Swift,2016,Petrol,"9,000 km",615000
119,SwiftVDi,August,Second,Silver,Hatchback,Manual,ThirdParty,Used,KL,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Maruti Suzuki,Swift,2008.0,Diesel,"88,000 km",280000
120,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
121,SwiftZXi,January,First,White,Hatchback,Manual,Comprehensive,Used,KA,Yes,,,Yes,,AutomaticClimateControl,Front,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Central,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2014,Petrol,"60,000 km",515000
122,SwiftDzireVDI,March,First,Grey,Sedans,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2014,Diesel,"68,278 km",525000
123,SwiftVDi,June,First,White,Hatchback,Manual,NoInsurance,Used,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2008.0,Diesel,"70,367 km",290000
124,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2018.0,Petrol,"8,806 km",460000
126,WagonR1.0LXiCNG,August,First,White,Hatchback,Manual,NoInsurance,Used,UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Maruti Suzuki,Wagon R 1.0,2017,CNG & Hybrids,"35,000 km",370000
127,ZXIPlusAMT(Automatic),June,First,Grey,Sedans,Automatic,ZeroDep,New,TN,Yes,,Yes,Yes,,AutomaticClimateControl,Front&rear,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2017,Petrol,"75,000 km",720000
128,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
129,WagonR1.0VXi,February,First,White,Hatchback,Manual,Comprehensive,Used,AS,Yes,,,,,WithHeater,Front&rear,,Yes,,,,,,,Yes,,,,,,,,,,,,,Maruti Suzuki,Wagon R 1.0,2015,Petrol,"26,000 km",360000
130,WagonR1.0LXiCNG,August,First,Silver,Hatchback,Manual,NoInsurance,Used,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Maruti Suzuki,Wagon R 1.0,2012,CNG & Hybrids,"62,000 km",250000
131,,,Second,White,Hatchback,Manual,Comprehensive,Used,GJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2012,CNG & Hybrids,"66,000 km",230000
132,ZDIPlus ,June,First,Grey,MUV,Manual,Comprehensive,Used,KA,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2017.0,Diesel,"41,252 km",1025000
133,WagonR1.0LXiCNG,February,First,Blue,Hatchback,Manual,Comprehensive,New,MH,Yes,,,,,AutomaticClimateControl,Front&rear,,Yes,,Power,,Yes,,Yes,Yes,Yes,,Yes,Yes,RemoteControlledCentral,1airbag,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2020,CNG & Hybrids,45 km,519000
134,WagonRLXI,April,First,Bordeaux/Maroon,Hatchback,Manual,Comprehensive,New,GJ,Yes,,,,,WithHeater,Front,,,,Manual,,,,Yes,Yes,,,,Yes,Central,None,No,No,Yes,Yes,Yes,,Maruti Suzuki,Wagon R,2012,CNG & Hybrids,"81,000 km",285000
135,MarutiSwiftZDIAMT(Automatic),April,First,Grey,Sedans,Automatic,Comprehensive,Used,KA,Yes,,Yes,Yes,Yes,AutomaticClimateControl,Front,,Yes,Yes,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,2airbags,No,No,Yes,,Yes,Yes,Maruti Suzuki,Swift,2018,Diesel,"24,000 km",800000
136,WagonR1.0LXi,August,First,Silver,Hatchback,Manual,Comprehensive,New,DL,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,Petrol,"55,000 km",225000
137,SwiftDzireVXI,June,First,Grey,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Maruti Suzuki,Swift Dzire,2013,Petrol,"59,299 km",450000
138,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
139,SwiftDzireZDI,May,Second,White,Sedans,Manual,Comprehensive,Used,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2013,Diesel,"98,250 km",475000
140,SwiftDzireTour,November,Second,White,Sedans,Manual,NoInsurance,Used,TN,Yes,,,,,WithoutHeater,Front&rear,,,,,,,,,,,,,,RemoteControlledCentral,None,,,,Yes,,,Maruti Suzuki,Swift Dzire,2015,Diesel,"153,000 km",405000
141,ZXIPlus ,September,First,,Sedans,Manual,Comprehensive,,RJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2017,Petrol,"27,000 km",725000
142,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
143,WagonRDuoLXiLPG,December,First,White,Hatchback,Manual,Comprehensive,Used,PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2009,Petrol,"40,000 km",210000
144,,May,Second,White,Hatchback,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2014,Petrol,"47,000 km",675000
145,SwiftVXi1.2ABSBS-IV,September,First,Red,Hatchback,Manual,Comprehensive,Used,KA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2018,Petrol,"9,000 km",675000
146,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
147,SwiftDzireVDI,October,First,Silver,Sedans,Automatic,ThirdParty,New,UP,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2013,Diesel,"68,000 km",485000
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2015,Diesel,"55,000 km",397000
149,WagonrRVXI+AMT(Automatic),January,First,Grey,Hatchback,Manual,Comprehensive,Used,MP,Yes,,Yes,Yes,Yes,,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,2airbags,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2017,Petrol,"24,000 km",421000
150,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
151,SwiftZDi,September,First,Red,Hatchback,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"75,000 km",490000
152,SwiftWindsongLimitededitionVXI,April,First,White,Hatchback,Manual,ZeroDep,New,DL,Yes,,,Yes,,,,,Yes,Yes,,,,,Yes,,,,,,,,No,No,,,,,Maruti Suzuki,Swift,2017,Petrol,"39,000 km",495000
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2014.0,Petrol,"56,656 km",425000
154,SwiftVDi,January,First,White,Hatchback,Manual,ThirdParty,Used,KL,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"61,000 km",415000
155,SwiftDzireTour,May,First,White,Sedans,Manual,Comprehensive,Used,TS,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2018,Diesel,"75,000 km",615000
156,SwiftDzireLDI,August,First,White,Sedans,Manual,Comprehensive,New,GJ,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2013,Diesel,"87,000 km",405000
157,SwiftDzireVDI,April,First,Red,Sedans,Manual,Comprehensive,New,TS,Yes,,,,,WithHeater,Front&rear,,,,,,Yes,,Yes,Yes,,,,,,,No,No,,,,,Maruti Suzuki,Swift Dzire,2018.0,Diesel,"14,000 km",790000
158,ZDIPlus ,August,First,White,Hatchback,Manual,NoInsurance,Used,MH,Yes,Yes,Yes,Yes,,,Front&rear,,Yes,Yes,Manual,Yes,Yes,,Yes,,,,Yes,Yes,RemoteControlledCentral,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2018,Diesel,"22,804 km",850000
159,WagonRVXiBS-III,April,First,White,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,,No,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R,2015,Petrol,"50,000 km",351000
160,SwiftLXi,March,Second,Red,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,,,,,Manual,,,,Yes,Yes,,,,,,,No,No,Yes,Yes,,,Maruti Suzuki,Swift,2009,Petrol,"93,400 km",180000
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2017.0,Petrol,"5,245 km",545000
162,SwiftDzireZDIAMT(Automatic)(Automatic),June,First,White,Sedans,Automatic,Comprehensive,Used,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Maruti Suzuki,Swift Dzire,2016.0,Diesel,"46,000 km",645000
163,ErtigaZDi,May,First,White,SUV,Manual,ZeroDep,New,GJ,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,Diesel,"65,000 km",590000
164,SwiftLXi,April,Second,Red,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,Yes,,WithHeater,Front,,,,Power,,,,Yes,Yes,,,,,Central,,No,No,Yes,,,,Maruti Suzuki,Swift,2006.0,CNG & Hybrids,"92,000 km",195000
165,ErtigaLDi,April,First,White,Hatchback,Manual,ThirdParty,New,WB,Yes,Yes,,,,WithHeater,,,,,,Yes,Yes,,Yes,Yes,Yes,,,,Central,2airbags,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2015,Diesel,"55,000 km",580000
166,SwiftVXi,June,First,Silver,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,,,,,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,,,Maruti Suzuki,Swift,2006,Petrol,"67,000 km",175000
167,WagonRVXiBS-III,March,First,Blue,Sedans,Manual,Comprehensive,Used,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2012,Petrol,"58,000 km",290000
168,SwiftVDi,April,First,White,Hatchback,Manual,Comprehensive,Used,KA,Yes,,,,,WithHeater,Front&rear,,,,Manual,,,,,Yes,,,,,Central,,,,Yes,,Yes,,Maruti Suzuki,Swift,2011,Diesel,"91,000 km",395000
169,SwiftVDiABS,,First,White,Hatchback,Manual,ThirdParty,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,Yes,Manual,Yes,Yes,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,,,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2010,Diesel,"74,000 km",331000
170,VXIAutomatic,December,First,Blue,Sedans,Manual,Comprehensive,New,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2019,Diesel,1 km,624106
171,WagonR1.0LXi,,,Brown,Hatchback,Manual,Comprehensive,Used,UP,Yes,,,,,WithHeater,Front,,,,,,,,Yes,Yes,,,,,RemoteControlledCentral,,No,No,,,,,Maruti Suzuki,Wagon R 1.0,2010,Petrol,"58,000 km",185000
172,SwiftVXi,March,First,White,Hatchback,Manual,Comprehensive,Used,DL,Yes,,,,,,Front&rear,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2014,Petrol,"52,000 km",349000
173,WagonR1.0LXiCNG,April,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2014,Petrol,"76,000 km",350000
174,ErtigaZDi,,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,Yes,Power,,,,Yes,Yes,,,Yes,Yes,RemoteControlledCentral,2airbags,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,Diesel,"78,000 km",661000
175,SwiftVDi,July,First,White,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,Yes,AutomaticClimateControl,Front&rear,,Yes,,Manual,,,,Yes,Yes,,,,,Central,None,,,,,,,Maruti Suzuki,Swift,2009,Diesel,"60,180 km",315000
176,WagonR1.0LXiCNG,September,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2015,CNG & Hybrids,"51,045 km",340000
177,SwiftVDiABS,October,First,White,Sedans,Manual,ThirdParty,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2010,Diesel,"119,000 km",315000
178,WagonR1.0LXiCNG,March,Second,Silver,Hatchback,Manual,Comprehensive,New,MH,Yes,,,,,,Front,,,,,,,,,,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Wagon R 1.0,2012,CNG & Hybrids,"91,000 km",260000
179,WagonRLXBS-III,April,Second,Silver,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,,,,No,No,Yes,Yes,,Yes,Maruti Suzuki,Wagon R,2004,Petrol,"110,000 km",85000
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2019,Petrol,"8,500 km",535000
181,SwiftZDi,March,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2018,Diesel,"13,000 km",785000
182,WagonR1.0VXi,October,First,Silver,Sedans,Manual,ThirdParty,Used,MH,Yes,,,Yes,,AutomaticClimateControl,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,,No,Yes,Yes,,Yes,Maruti Suzuki,Wagon R 1.0,2013,Petrol,"49,000 km",297000
183,SwiftDzireVDiBS-IV,,First,,,Manual,Comprehensive,,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2014.0,Diesel,"94,000 km",485000
184,SwiftVDiBS-IV,December,First,White,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,Yes,WithHeater,Front&rear,,Yes,,Manual,,,,Yes,Yes,,,,,Central,None,,,,,,,Maruti Suzuki,Swift,2010,Diesel,"55,806 km",335000
185,WagonRLXiBS-III,August,First,Silver,Sedans,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Maruti Suzuki,Wagon R,2013,Petrol,"111,000 km",330000
186,ErtigaVDi,April,First,Silver,SUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,WithHeater,Front&rear,,Yes,,Manual,,,,Yes,Yes,,,,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,Diesel,"65,000 km",575000
187,WagonR1.0LXiCNG,July,First,Grey,Hatchback,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front,,,,,,,,Yes,Yes,,,,,Central,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Wagon R 1.0,2014,CNG & Hybrids,"69,000 km",285000
188,ErtigaVxiCNG,November,First,White,Sedans,Manual,NoInsurance,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,Yes,Power,,Yes,,Yes,Yes,,Yes,Yes,Yes,RemoteControlledCentral,1airbag,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2015,CNG & Hybrids,"72,000 km",555000
189,SwiftVDiABSBS-IV,March,First,Silver,Hatchback,Manual,Comprehensive,New,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2012,Diesel,"62,000 km",391000
190,ErtigaVxiCNG,May,First,Grey,SUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,Yes,,Yes,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2014,CNG & Hybrids,"92,100 km",565000
191,ErtigaZDi,January,Second,Grey,MUV,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,Maruti Suzuki,Ertiga,2013.0,Diesel,"101,300 km",565000
192,ZDIPlus ,December,First,Red,Hatchback,Manual,Comprehensive,New,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Ertiga,2019,Diesel,1 km,1372428
193,VXIAutomatic,January,First,White,Hatchback,Automatic,NoInsurance,Used,MH,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2016,Petrol,"32,000 km",350000
194,SwiftLDi,,First,Blue,Hatchback,Manual,NoInsurance,Used,MH,Yes,,,,,WithHeater,Front,,,,,,,,Yes,Yes,,,,Yes,RemoteControlledCentral,,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift,2013,Diesel,"111,000 km",361000
195,WagonRLXI,October,First,Brown,Hatchback,Manual,ThirdParty,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Wagon R,2011,CNG & Hybrids,"78,000 km",215000
196,ErtigaVxiCNG,October,First,Silver,MUV,Manual,Comprehensive,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,Yes,,,RemoteControlledCentral,,No,No,Yes,Yes,Yes,,Maruti Suzuki,Ertiga,2013,CNG & Hybrids,"71,000 km",525000
197,SwiftDzireVDiBS-IV,May,First,White,Sedans,Manual,ThirdParty,Used,MH,Yes,,,Yes,,WithHeater,Front&rear,,Yes,,Power,,,,Yes,Yes,,,,,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,Yes,Maruti Suzuki,Swift Dzire,2013.0,Diesel,"78,200 km",460000
198,SwiftDzireVXI,June,First,Green,Sedans,Manual,Comprehensive,Used,MH,Yes,,,Yes,Yes,AutomaticClimateControl,Front&rear,,Yes,,Power,,,,Yes,Yes,,Yes,Yes,Yes,RemoteControlledCentral,None,No,No,Yes,Yes,Yes,,Maruti Suzuki,Swift Dzire,2015,Petrol,"70,000 km",450000
199,SwiftZXi1.2BS-IV,August,First,Silver,Hatchback,Manual,NoInsurance,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift,2011,Petrol,"32,000 km",330000
200,SwiftDzireVDI,June,First,Blue,Hatchback,Manual,Comprehensive,Used,MH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruti Suzuki,Swift Dzire,2018,Diesel,"18,732 km",755000
201,ErtigaVDi,,First,White,SUV,Manual,Comprehensive,Used,MH,Yes,,,,,WithHeater,Front&rear,,Yes,,Power,,Yes,,Yes,Yes,Yes,,,Yes,RemoteControlledCentral,2airbags,,,Yes,Yes,Yes,Yes,Maruti Suzuki,Ertiga,2016,Diesel,"89,000 km",601000
